1393960004000	440926334005436416	1420006656	iM_Sn0wl	dummy #LCS @SKGaming http://t.co/ynQPT2aM4O	0	null	null	-1	-1	null	#	lcs	@	skgaming	
1393959976000	440926216905039873	903589782	BrondeaultQ	dummy #Helix	0	null	null	-1	-1	null	#	miksa	helix	@	
1393959972000	440926197677961216	87830329	AttackOnCoffee	dummy #twitchplayspokemon http://t.co/fyIySWENBR	0	null	null	-1	-1	null	#	twitchplayspokemon	@	
1393959965000	440926169622253568	987738216	mozzastix	dummy	0	null	null	440915164960153600	929922895	null	#	@	rfrederick10	oddest	
